"","Raf","Mek","Plcg","PIP2","PIP3","Erk","Akt","PKA","PKC","P38","Jnk"
"829","[1.61,39.52]","[1,15.1]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","[1.95,192.2]","(16.58,106]","(25,44.34]","[1,9.82]"
"830","(39.52,74.3]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","[1.95,192.2]","[1,8.06]","[1.53,25]","(35.9,343]"
"831","(39.52,74.3]","(15.1,24.8]","[1,10.8]","(178,843]","(45.3,764]","[1,15.32]","(23.5,39.6]","(192.2,547]","(16.58,106]","(44.34,170]","(35.9,343]"
"832","[1.61,39.52]","[1,15.1]","(10.8,24.8]","(23.3,178]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","[1.53,25]","(35.9,343]"
"833","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","[1,8.06]","(25,44.34]","(35.9,343]"
"834","[1.61,39.52]","(24.8,389]","(24.8,167]","(23.3,178]","[1,18.88]","(15.32,25.3]","(39.6,3555]","(547,4491]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"835","(74.3,552]","(15.1,24.8]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"836","(74.3,552]","(24.8,389]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"837","(39.52,74.3]","(24.8,389]","(10.8,24.8]","[1.11,23.3]","[1,18.88]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"838","[1.61,39.52]","[1,15.1]","[1,10.8]","(178,843]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"839","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","(23.5,39.6]","(547,4491]","(8.06,16.58]","[1.53,25]","(9.82,35.9]"
"840","(39.52,74.3]","(15.1,24.8]","(24.8,167]","[1.11,23.3]","[1,18.88]","[1,15.32]","[1.7,23.5]","(547,4491]","(16.58,106]","(44.34,170]","(35.9,343]"
"841","(74.3,552]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","(23.5,39.6]","(547,4491]","(8.06,16.58]","(25,44.34]","(9.82,35.9]"
"842","(39.52,74.3]","(15.1,24.8]","[1,10.8]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","(547,4491]","[1,8.06]","[1.53,25]","(35.9,343]"
"843","(39.52,74.3]","(24.8,389]","(24.8,167]","(178,843]","(18.88,45.3]","[1,15.32]","(23.5,39.6]","(192.2,547]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"844","[1.61,39.52]","[1,15.1]","(10.8,24.8]","[1.11,23.3]","(18.88,45.3]","[1,15.32]","(23.5,39.6]","(192.2,547]","(8.06,16.58]","(25,44.34]","(35.9,343]"
"845","[1.61,39.52]","[1,15.1]","(10.8,24.8]","[1.11,23.3]","(45.3,764]","(25.3,2571]","(39.6,3555]","(547,4491]","(8.06,16.58]","[1.53,25]","[1,9.82]"
"846","[1.61,39.52]","(24.8,389]","[1,10.8]","[1.11,23.3]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(547,4491]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"847","(39.52,74.3]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","[1,18.88]","(25.3,2571]","(39.6,3555]","(547,4491]","(16.58,106]","(25,44.34]","(9.82,35.9]"
"848","(39.52,74.3]","[1,15.1]","(24.8,167]","(178,843]","(45.3,764]","(15.32,25.3]","(39.6,3555]","(192.2,547]","[1,8.06]","(25,44.34]","(35.9,343]"
"849","(39.52,74.3]","(24.8,389]","(10.8,24.8]","(23.3,178]","[1,18.88]","[1,15.32]","[1.7,23.5]","(547,4491]","(16.58,106]","(25,44.34]","[1,9.82]"
"850","(39.52,74.3]","(15.1,24.8]","[1,10.8]","[1.11,23.3]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","(25,44.34]","(35.9,343]"
"851","(74.3,552]","(24.8,389]","[1,10.8]","[1.11,23.3]","(45.3,764]","[1,15.32]","[1.7,23.5]","(192.2,547]","(8.06,16.58]","[1.53,25]","[1,9.82]"
"852","(74.3,552]","(15.1,24.8]","(10.8,24.8]","(23.3,178]","(18.88,45.3]","(15.32,25.3]","(23.5,39.6]","(192.2,547]","(16.58,106]","(44.34,170]","(9.82,35.9]"
"853","(39.52,74.3]","[1,15.1]","[1,10.8]","(23.3,178]","(18.88,45.3]","[1,15.32]","[1.7,23.5]","(192.2,547]","(16.58,106]","(25,44.34]","[1,9.82]"
